0 0
1.0362 0
2.0418 0
3.0176 0
3.9647 0
4.8837 0
5.7756 0
6.6411 0
7.481 0
8.2961 0
9.0871 0
9.8548 0
10.6 0
11.323 0
12.024 0
12.705 0
13.366 0
14.007 0
14.629 0
15.233 0
15.819 0
16.388 0
16.94 0
17.475 0
17.995 0
18.499 0
18.989 0
19.464 0
19.925 0
20.372 0
20.806 0
21.227 0
21.636 0
22.033 0
22.418 0
22.792 0
23.154 0
23.506 0
23.848 0
24.179 0
24.501 0
24.813 0
25.116 0
25.41 0
25.695 0
25.972 0
26.24 0
26.501 0
26.754 0
26.999 0
27.238 0
27.469 0
27.693 0
27.911 0
28.122 0
28.327 0
28.526 0
28.72 0
28.907 0
29.089 0
29.265 0
29.437 0
29.603 0
29.764 0
29.921 0
30.073 0
30.22 0
30.363 0
30.502 0
30.637 0
30.767 0
30.894 0
31.017 0
31.137 0
31.253 0
31.365 0
31.475 0
31.581 0
31.684 0
31.783 0
31.88 0
31.974 0
32.065 0
32.154 0
32.24 0
32.323 0
32.404 0
32.483 0
32.559 0
32.633 0
32.705 0
32.774 0
32.842 0
32.907 0
32.971 0
33.033 0
33.093 0
33.151 0
33.207 0
33.262 0
33.315 0
33.367 0
33.417 0
33.466 0
33.515 0
33.564 0
33.613 0
33.662 0
33.71 0
33.759 0
33.808 0
33.857 0
33.906 0
33.955 0
34.004 0
34.053 0
34.101 0
34.15 0
34.199 0
34.248 0
34.297 0
34.346 0
34.395 0
34.444 0
34.492 0
34.541 0
34.59 0
34.639 0
34.688 0
34.737 0
34.786 0
34.835 0
34.883 0
34.932 0
34.981 0
35.03 0
35.079 0
35.128 0
35.177 0
35.226 0
35.274 0
35.323 0
35.372 0
35.421 0
35.47 0
35.519 0
35.568 0
35.617 0
35.665 0.10435
35.714 0.99757
35.763 1
35.812 1
35.861 1
35.91 1
35.959 1
36.008 1
36.056 1
36.105 1
36.154 1
36.203 1
36.252 1
36.301 1
36.35 1
36.399 1
36.447 1
36.496 1
36.545 1
36.594 1
36.643 1
36.692 1
36.741 1
36.79 1
36.838 1
36.887 0.99991
36.936 1
36.985 1
37.034 1
37.083 0.99995
37.132 1
37.181 1
37.229 0.99997
37.278 1
37.327 1
37.376 1
37.425 1
37.474 0.99994
37.523 1
37.572 0.99998
37.62 1
37.669 0.99999
37.718 0.99999
37.767 1
37.816 1
37.865 0.99996
37.914 1
37.963 1
38.011 1
38.06 0.99994
38.109 1
38.158 1
38.207 1
38.256 1
38.305 0.99999
38.354 1
38.402 1
38.451 1
38.5 1
38.549 1
38.598 1
38.647 1
38.696 1
38.745 1
38.793 1
38.842 1
38.891 1
38.94 1
38.989 1
39.038 1
39.087 1
39.136 1
39.184 1
39.233 1
39.282 1
39.331 1
39.38 1
39.429 1
39.478 1
39.527 0.99996
39.575 1
39.624 1
39.673 1
39.722 1
39.771 1
39.82 1
39.869 1
39.918 0.99994
39.966 1
40.015 1
40.064 1
40.113 1
40.162 1
40.211 1
40.26 1
40.309 1
40.358 1
40.406 0.99996
40.455 1
40.504 1
40.553 0.99999
40.602 1
40.651 1
40.7 0.99999
40.749 1
40.797 1
40.846 0.99997
40.895 1
40.944 1
40.993 1
41.042 1
41.091 1
41.14 1
41.188 1
41.237 1
41.286 1
41.335 1
41.384 1
41.433 1
41.482 1
41.531 1
41.579 1
41.628 0.99995
41.677 1
41.726 1
41.775 1
41.824 1
41.873 1
41.922 1
41.97 1
42.019 1
42.068 1
42.117 1
42.166 1
42.215 1
42.264 1
42.313 1
42.361 1
42.41 1
42.459 1
42.508 1
42.557 0.99999
42.606 1
42.655 1
42.704 1
42.752 1
42.801 1
42.85 0.99995
42.899 0.99995
42.948 1
42.997 0.99999
43.046 1
43.095 1
43.143 1
43.192 1
43.241 1
43.29 1
43.339 0.99997
43.388 1
43.437 1
43.486 1
43.534 1
43.583 1
43.632 1
43.681 1
43.73 1
43.779 1
43.828 0.99996
43.877 1
43.925 1
43.974 1
44.023 1
44.072 1
44.121 1
44.17 1
44.219 1
44.268 0.99998
44.316 1
44.365 1
44.414 1
44.463 1
44.512 0.99999
44.561 1
44.61 1
44.659 0.99996
44.707 1
44.756 0.99999
44.805 0.99997
44.854 1
44.903 1
44.952 1
45.001 1
45.05 1
45.098 1
45.147 1
45.196 1
45.245 1
45.294 1
45.343 1
45.392 1
45.441 1
45.489 1
45.538 1
45.587 1
45.636 1
45.685 1
45.734 0.99994
45.783 1
45.832 1
45.88 1
45.929 1
45.978 0.99999
46.027 0.99999
46.076 0.99998
46.125 1
46.174 1
46.223 1
46.271 1
46.32 1
46.369 1
46.418 1
46.467 1
46.516 0.99996
46.565 1
