0.394043 0.049167839
0.908607 0.056278798
1.58204 0.062819974
2.3907 0.064468691
3.15231 0.062479134
3.78132 0.060080228
4.33225 0.057202073
4.81475 0.054775604
5.24925 0.051959354
5.63994 0.048946408
6.00156 0.046486112
6.3479 0.043485062
6.66755 0.042066064
6.95757 0.039589391
7.243 0.040733198
7.51305 0.0386227
7.7875 0.038054799
8.03714 0.038199294
8.2806 0.036571258
8.54857 0.034525564
8.80635 0.03326481
9.0739 0.031512605
9.33094 0.033164183
9.58121 0.032627119
9.81721 0.033405218
10.0537 0.032827247
10.2974 0.035405517
10.5403 0.045845272
10.7846 0.079518072
11.0336 0.11844332
11.27 0.15902272
11.5033 0.20041929
11.7418 0.2361809
11.9806 0.26581741

