0 0
0.52462 0
1.0337 0
1.5278 0
2.0073 0
2.4726 0
2.9241 0
3.3623 0
3.7875 0
4.2002 0
4.6007 0
4.9894 0
5.3665 0
5.7325 0
6.0877 0
6.4324 0
6.7669 0
7.0916 0
7.4066 0
7.7123 0
8.009 0
8.2969 0
8.5763 0
8.8475 0
9.1106 0
9.366 0
9.6138 0
9.8543 0
10.088 0
10.314 0
10.534 0
10.747 0
10.954 0
11.155 0
11.35 0
11.539 0
11.723 0
11.901 0
12.074 0
12.242 0
12.404 0
12.562 0
12.716 0
12.865 0
13.009 0
13.149 0
13.285 0
13.417 0
13.545 0
13.669 0
13.79 0
13.907 0
14.021 0
14.131 0
14.238 0
14.342 0
14.443 0
14.54 0
14.635 0
14.727 0
14.817 0.00099574
14.903 0.0023414
14.988 0.0034379
15.069 0.004884
15.148 0.0075459
15.225 0.010032
15.3 0.01229
15.372 0.0143
15.443 0.016038
15.511 0.017566
15.577 0.018851
15.641 0.020007
15.704 0.021079
15.764 0.022023
15.823 0.022858
15.88 0.023535
15.935 0.024267
15.989 0.024989
16.041 0.025522
16.092 0.026024
16.141 0.026493
16.188 0.026862
16.234 0.027269
16.279 0.027609
16.323 0.027859
16.365 0.028455
16.406 0.029692
16.446 0.031015
16.484 0.032344
16.522 0.033538
16.558 0.034697
16.593 0.035872
16.627 0.036993
16.661 0.038243
16.693 0.039249
16.724 0.04017
16.754 0.040914
16.784 0.041462
16.812 0.042075
16.84 0.042309
16.867 0.042715
16.893 0.042978
16.919 0.043301
16.943 0.043581
16.967 0.044067
16.99 0.044358
17.013 0.044551
17.035 0.04487
17.056 0.044954
17.076 0.045081
17.096 0.045595
17.116 0.046107
17.134 0.046863
17.153 0.047647
17.17 0.048426
17.188 0.049341
17.206 0.050311
17.223 0.051241
17.241 0.051966
17.258 0.05268
17.276 0.05342
17.294 0.054301
17.311 0.055122
17.329 0.056213
17.346 0.057377
17.364 0.058648
17.382 0.060185
17.399 0.061328
17.417 0.062302
17.434 0.063265
17.452 0.064357
17.47 0.065488
17.487 0.066629
17.505 0.067618
17.522 0.068799
17.54 0.069853
17.558 0.070983
17.575 0.07259
17.593 0.074708
17.61 0.077053
17.628 0.079343
17.646 0.081861
17.663 0.083947
17.681 0.085865
17.698 0.087925
17.716 0.089684
17.734 0.091435
17.751 0.093133
17.769 0.0949
17.786 0.096842
