1.84125 0.081785018
3.96022 0.082601804
5.27254 0.083510412
6.21374 0.084224204
7.06029 0.085149569
7.86828 0.085957824
8.70241 0.087138198
9.48737 0.088513403
10.2816 0.089306546
11.0531 0.090084078
11.8024 0.090982071
12.5498 0.090848184
13.2961 0.090428345
14.0525 0.090056818
14.7565 0.089663216
15.4424 0.089850511
16.0779 0.090221688
16.6598 0.089100036
17.2176 0.08776023
17.7748 0.08822991
18.3211 0.091545404
18.864 0.091397849
19.3848 0.088646372
19.9071 0.091393604
20.4137 0.088998764
20.8991 0.090801187
21.4046 0.089689395
21.9487 0.090649943
22.4749 0.090222652
22.9914 0.091843024
23.4781 0.096543002
23.9525 0.10405718
24.4282 0.115343
24.8903 0.12502816
25.3342 0.13616119

